ticker,event_date,event_type,description
108860,2020-01-17,합병,합병등종료보고서(자산양수도)
108860,2020-02-24,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
108860,2020-02-26,합병,합병등종료보고서(자산양수도)
108860,2020-03-13,합병,합병등종료보고서(자산양수도)
108860,2021-02-18,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
108860,2022-02-14,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
108860,2022-08-12,유상증자,주요사항보고서(유상증자결정)
108860,2022-09-01,유상증자,주요사항보고서(유상증자결정)
108860,2022-09-13,유상증자,증권발행결과(자율공시)(제3자배정 유상증자 - 소액))
108860,2022-09-13,실적발표,소액공모실적보고서
108860,2022-12-30,합병,합병등종료보고서(자산양수도)
108860,2023-02-06,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
108860,2023-04-07,유상증자,주요사항보고서(유상증자결정)
108860,2023-04-21,유상증자,[기재정정]주요사항보고서(유상증자결정)
108860,2023-04-24,실적발표,연결재무제표기준영업(잠정)실적(공정공시)
108860,2023-05-10,유상증자,[기재정정]주요사항보고서(유상증자결정)
108860,2023-05-10,유상증자,권리락(유상증자)
108860,2023-05-10,유상증자,유상증자1차발행가액결정
108860,2023-06-19,유상증자,유상증자최종발행가액확정(주주배정후 실권주 일반공모)
108860,2023-06-19,유상증자,[기재정정]주요사항보고서(유상증자결정)
108860,2023-06-23,유상증자,유상증자또는주식관련사채등의청약결과(자율공시)
108860,2023-06-29,유상증자,증권발행결과(자율공시)(주주배정후 실권주 일반공모 유상증자)
108860,2023-06-29,실적발표,증권발행실적보고서
108860,2023-11-07,합병,합병등종료보고서(자산양수도)
108860,2024-01-08,합병,합병등종료보고서(자산양수도)
108860,2024-01-11,합병,[기재정정]합병등종료보고서(자산양수도)
108860,2024-02-26,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동              
108860,2025-02-21,실적발표,매출액또는손익구조30%(대규모법인은15%)미만변동(자율공시)              
