ticker,event_date,event_type,description
257720,2021-09-17,실적발표,증권발행실적보고서
257720,2022-02-18,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
257720,2022-06-21,무상증자,수시공시의무관련사항(공정공시)(무상증자 검토 계획)
257720,2022-06-30,무상증자,주요사항보고서(무상증자결정)
257720,2022-06-30,무상증자,주권매매거래정지(무상증자)
257720,2022-07-13,무상증자,권리락(무상증자)
257720,2024-02-20,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동              
257720,2024-06-26,유상증자,유상증자결정(종속회사의주요경영사항)              
257720,2025-02-21,유상증자,주요사항보고서(유상증자결정)
257720,2025-02-25,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동              
257720,2025-03-13,유상증자,[기재정정]주요사항보고서(유상증자결정)
257720,2025-03-20,유상증자,증권발행결과(자율공시)              (제3자배정 유상증자-상환전환주식)
257720,2025-08-08,실적발표,결산실적공시예고              
257720,2025-08-11,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
257720,2025-11-07,실적발표,결산실적공시예고              
257720,2025-11-10,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
