ticker,event_date,event_type,description
060370,2020-02-10,배당락_배당결정,현금ㆍ현물배당결정
060370,2020-02-10,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
060370,2021-02-09,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
060370,2021-02-09,배당락_배당결정,현금ㆍ현물배당결정
060370,2021-03-05,실적발표,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변동
060370,2022-02-08,배당락_배당결정,현금ㆍ현물배당결정
060370,2022-02-08,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
060370,2022-04-08,배당락_배당결정,[기재정정]현금ㆍ현물배당결정
060370,2022-10-11,유상증자,주요사항보고서(유상증자결정)
060370,2022-11-15,유상증자,[기재정정]주요사항보고서(유상증자결정)
060370,2022-11-30,유상증자,증권발행결과(자율공시)(제3자배정 유상증자)
060370,2023-02-16,배당락_배당결정,현금ㆍ현물배당결정
060370,2023-02-16,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
060370,2023-02-28,합병,합병등종료보고서(자산양수도)
060370,2023-04-18,실적발표,영업(잠정)실적(공정공시)
060370,2023-07-24,실적발표,영업(잠정)실적(공정공시)
060370,2023-10-25,실적발표,영업(잠정)실적(공정공시)
060370,2024-01-31,실적발표,영업(잠정)실적(공정공시)
060370,2024-02-07,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동              
060370,2024-02-07,배당락_배당결정,현금ㆍ현물배당결정              
060370,2024-04-23,실적발표,영업(잠정)실적(공정공시)              
060370,2024-05-24,유상증자,주요사항보고서(유상증자결정)
060370,2024-05-24,유상증자,특수관계인의유상증자참여
060370,2024-06-03,유상증자,증권발행결과(자율공시)              (제3자배정 유상증자)
060370,2024-07-16,실적발표,영업(잠정)실적(공정공시)              
060370,2024-08-19,유상증자,주요사항보고서(유상증자결정)
060370,2024-08-19,유상증자,특수관계인의유상증자참여
060370,2024-10-10,유상증자,[기재정정]주요사항보고서(유상증자결정)
060370,2024-10-10,유상증자,[기재정정]특수관계인의유상증자참여
060370,2024-10-15,실적발표,영업(잠정)실적(공정공시)              
060370,2024-12-13,배당락_배당결정,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              
060370,2025-02-03,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
060370,2025-02-06,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동              
060370,2025-02-06,배당락_배당결정,현금ㆍ현물배당결정              
060370,2025-05-08,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
060370,2025-05-26,유상증자,주요사항보고서(유상증자결정)
060370,2025-06-26,유상증자,[기재정정]주요사항보고서(유상증자결정)
060370,2025-06-26,유상증자,특수관계인의유상증자참여
060370,2025-06-26,유상증자,권리락              (유상증자)
060370,2025-06-26,유상증자,유상증자1차발행가액결정              
060370,2025-07-22,실적발표,연결재무제표기준영업(잠정)실적(공정공시)              
060370,2025-07-31,유상증자,유상증자최종발행가액확정              
060370,2025-07-31,유상증자,[기재정정]주요사항보고서(유상증자결정)
060370,2025-08-06,유상증자,유상증자또는주식관련사채등의청약결과(자율공시)              
060370,2025-08-12,실적발표,증권발행실적보고서
060370,2025-11-12,배당락_배당결정,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              
