ticker,event_date,event_type,description
048410,2020-02-24,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
048410,2021-02-24,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
048410,2022-02-24,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
048410,2022-08-29,합병,합병등종료보고서(자산양수도)
048410,2023-02-27,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
048410,2024-02-08,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동              
048410,2024-05-20,합병,합병등종료보고서(자산양수도)
048410,2024-11-15,유상증자,주요사항보고서(유상증자결정)
048410,2024-12-16,유상증자,유상증자1차발행가액결정              
048410,2024-12-16,유상증자,[기재정정]주요사항보고서(유상증자결정)
048410,2024-12-16,유상증자,권리락              (유상증자)
048410,2025-02-03,유상증자,[기재정정]주요사항보고서(유상증자결정)
048410,2025-02-03,유상증자,유상증자최종발행가액확정              
048410,2025-02-06,유상증자,유상증자또는주식관련사채등의청약결과(자율공시)              
048410,2025-02-11,유상증자,유상증자또는주식관련사채등의청약결과(자율공시)              
048410,2025-02-13,실적발표,증권발행실적보고서
048410,2025-02-24,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동              
048410,2025-07-10,무상증자,주권매매거래정지              (무상증자)
048410,2025-07-10,무상증자,주요사항보고서(무상증자결정)
048410,2025-07-23,무상증자,권리락              (무상증자)
