ticker,event_date,event_type,description
290650,2020-02-12,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
290650,2020-09-22,무상증자,주권매매거래정지(무상증자)
290650,2020-09-22,무상증자,주요사항보고서(무상증자결정)
290650,2020-10-08,무상증자,권리락(무상증자)
290650,2020-12-15,배당락_배당결정,현금ㆍ현물배당결정
290650,2020-12-24,유상증자,유상증자결정(종속회사의주요경영사항)
290650,2020-12-24,유상증자,[기재정정]유상증자결정(종속회사의주요경영사항)
290650,2021-03-15,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
290650,2021-12-15,배당락_배당결정,현금ㆍ현물배당결정
290650,2022-02-17,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
290650,2022-12-15,배당락_배당결정,현금ㆍ현물배당결정
290650,2023-02-16,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동
290650,2023-07-25,합병,합병등종료보고서(자산양수도)
290650,2023-12-15,배당락_배당결정,현금ㆍ현물배당결정
290650,2024-02-15,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동              
290650,2024-12-13,배당락_배당결정,현금ㆍ현물배당결정              
290650,2025-02-24,실적발표,매출액또는손익구조30%(대규모법인은15%)이상변동              
290650,2025-03-06,합병,합병등종료보고서(자산양수도)
290650,2025-03-12,실적발표,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변동              
290650,2025-04-01,유상증자,주요사항보고서(유상증자결정)
290650,2025-12-16,배당락_배당결정,현금ㆍ현물배당결정              
290650,2025-12-23,유상증자,주요사항보고서(유상증자결정)
290650,2025-12-31,유상증자,[기재정정]주요사항보고서(유상증자결정)
